Module,Object,Type,Path,,
modelCard,interimFinalAnalysesExpandButton,XPATH,"//*[@id=""heading-ia-summary""]/button",,
modelCard,detailedEfficacyExpandButton,XPATH,"//*[@id=""heading-detailed-efficacy-output""]/button",,
modelCard,marginalProbabilityExpandButton,XPATH,"//*[@id=""heading-marginal-probabilities""]/button",,
modelCard,probabilityofClaimingExpandButton,XPATH,"//*[@id=""heading-probability-of-claim""]/button",,
modelCard,designInputsExpandButton,XPATH,"//*[@id=""header-design-inputs""]/button",,
modelCard,responseInputsExpandButton,XPATH,"//*[@id=""multiarm-heading-response-inputs""]/button",,
modelCard,responseInputsStratExpandButton,XPATH,"//*[@id=""heading-response-inputs""]/button",,
modelCard,enrollmentInputsExpandButton,XPATH,"//*[@id=""enrollment-response-inputs""]/button",,
visual,heatmap_tab,XPATH,//*[@id='page-tabs']//a[text()='Heat Map'],,
visual,scatterplot_tab,XPATH,//*[@id='page-tabs']//a[text()='Scatter Plot'],,
visual,boxplot_tab,XPATH,//*[@id='page-tabs']//a[text()='Box Plot'],,
visual,heatmapDownload_button,XPATH,"//*[contains(@id,""modebar-"")]/div[1]",,
visual,scatterplot1_container,XPATH,"//*[@id=""scatter_plot1""]",,
visual,scatterplot2_container,XPATH,"//*[@id=""scatter_plot2""]",,
visual,scatterplot3_container,XPATH,"//*[@id=""scatter_plot3""]",,
visual,scatterplot4_container,XPATH,"//*[@id=""scatter_plot4""]",,
visual,scatterplotDownload_button,XPATH,".//*[contains(@id,""modebar-"")]/div[1]/a",,
visual,design_dropdown,XPATH,"//*[@id=""heatmap-designs-dropdown""]/button",,
visual,scenario_dropdown,XPATH,"//*[@id=""heatmap-scenarios-dropdown""]/button",,
visual,designSort_dropdown,XPATH,"//*[@id=""designs-sort-options""]/div/div/span[2]/span",,
visual,designAnnotate_dropdown,XPATH,"//*[@id=""designs-annotations""]/div/div/span[2]/span",,
visual,scenarioSort_dropdown,XPATH,"//*[@id=""scenarios-sort-options""]/div/div/span[2]/span",,
visual,scenarioAnnotate_dropdown,XPATH,"//*[@id=""scenario-annotations""]/div/div/span[2]/span",,
visual,heatmapOutput_dropdown,XPATH,"//*[@id=""heatmap-data-selector""]/div/div",,
visual,heatmap_GraphHeader,XPATH,//*[@id='heatmap']//*[name()='g' and @class='g-gtitle']//*[name()='text'],,
visual,ScatterPlot4_GraphHeader,XPATH,//*[@id='scatter_plot4_title'],,
visual,boxplot_GraphHeader,XPATH,//*[@id='box-plot4']//*[name()='g' and @class='g-ytitle']//*[name()='text'],,
heatmap,hmoutputdropdown,XPATH,"//*[@id=""heatmap-data-selector""]//span[@class='Select-value-label']",,
heatmap,outputdropdownTextBox,XPATH,"//*[@id=""heatmap-data-selector""]//input",,
heatmap,hmoutputdropdownSearchResult,XPATH,"//*[@id=""react-select-2--list""]/div[1]/div/div/div",,
heatmap,hmoutputdropdownSearchResult2,XPATH,"//*[@id=""react-select-2--list""]/div[1]/div/div/div[2]",,
heatmap,hmoutputdropdownSearchResult3,XPATH,"//*[@id=""react-select-2--list""]/div[1]/div/div/div[3]",,
heatmap,noResultsFoundOutput,XPATH,"//*[text()=""No results found""]",,
heatmap,hmOutputdropdownOpen,XPATH,"//*[@id=""heatmap-data-selector""]//span[@class='Select-arrow-zone']",,
TOA_ScatterPlot,spOutputdropdownOpen,XPATH,"//*[@id=""scatterplot-data-selector""]//span[@class='Select-arrow-zone']",,
TOA_ScatterPlot,spxOutputdropdownOpen,XPATH,"//*[@id=""scatterplot-selector-x""]//span[@class='Select-arrow-zone']",,
TOA_ScatterPlot,spyOutputdropdownOpen,XPATH,"//*[@id=""scatterplot-selector-y""]//span[@class='Select-arrow-zone']",,
TOA_BoxPlot,boxOutputdropdownOpen,XPATH,"//*[@id=""boxplot-selector""]//span[@class='Select-arrow-zone']",,
heatmap,hmoutputdropdownSearchResult6,XPATH,"//*[@id=""react-select-2--list""]/div[1]/div/div/div[6]",,
heatmap,hmScenariosAnnotatingSortingButton,XPATH,"//*[@id=""heatmap-scenarios-dropdown""]/button",,
heatmap,hmDesignsAnnotatingSortingButton,XPATH,"//*[@id=""heatmap-designs-dropdown""]/button",,
heatmap,hmScenarioSortingSearchOption,XPATH,"//*[@id=""scenarios-sort-options""]/div[1]//div[@class=""VirtualizedSelectOption VirtualizedSelectFocusedOption""]",,
heatmap,hmScenarioSortingSearchOption2,XPATH,//*[@class='ReactVirtualized__Grid__innerScrollContainer']//div[2],,
heatmap,hmScenarioSortAnnoMeanTreatmentSearchOption,XPATH,"//div[@class=""VirtualizedSelectOption""]",,
heatmap,hmScenariosSortingInputBox,XPATH,"//*[@id=""scenarios-sort-options""]//input",,
heatmap,hmScenarioSortingSearchOption2ForContiMamsEP,XPATH,"//*[@id=""react-select-66--list""]/div[1]/div/div/div[2]",,
heatmap,hmScenarioSortingSearchOption6,XPATH,//div[@id='scenarios-sort-options']//div[@class='ReactVirtualized__Grid__innerScrollContainer']//div[6],,
heatmap,hmScenariosAnnotatingInputBox,XPATH,//div[@id='scenario-annotations']//input,,
heatmap,hmScenarioAnnotatingSearchOption,XPATH,//div[@id='scenario-annotations']//div[@class='ReactVirtualized__Grid__innerScrollContainer']//div[1],,
heatmap,hmScenarioAnnotatingSearchOption2,XPATH,//div[@id='scenario-annotations']//div[@class='ReactVirtualized__Grid__innerScrollContainer']//div[2],,
heatmap,hmScenarioAnnotatingSearchOption6,XPATH,//div[@id='scenario-annotations']//div[@class='ReactVirtualized__Grid__innerScrollContainer']//div[6],,
heatmap,hmScenariosSortingDefaultLikelihoodValue,XPATH,"//*[@id=""scenarios-sort-options""]//span[@class='Select-value-label']",,
heatmap,hmScenariosAnnotatingDefaultFavoriteScenarioValue,XPATH,"(//*[@id=""scenario-annotations""]//span[@class='Select-value-label'])[1]",,
heatmap,hmscenariosAnnotatingDefaultLikelihoodValue,XPATH,"//*[@id=""scenario-annotations""]//*[@class=""Select-value-label"" and text()='Likelihood']",,
heatmap,hmScenariosSortingClearDefaultValue,XPATH,//div[@id='scenarios-sort-options']//span[@class='Select-clear-zone'],,
heatmap,hmScenariosAnnotatingClearDefaultValue,XPATH,//div[@id='scenario-annotations']//span[@class='Select-clear-zone'],,
heatmap,hmScenariosSortingDropdownExpand,XPATH,"//*[@id=""scenarios-sort-options""]//span[@class='Select-arrow-zone']",,
heatmap,hmScenariosAnnotatingDropdownExpand,XPATH,"//*[@id=""scenario-annotations""]//span[@class='Select-arrow-zone']",,
heatmap,hmDesignsSortingDropdownExpand,XPATH,"//*[@id=""designs-sort-options""]//span[@class='Select-arrow-zone']",,
heatmap,hmDesignsAnnotatingDropdownExpand,XPATH,"//*[@id=""designs-annotations""]//span[@class='Select-arrow-zone']",,
heatmap,hScenarioAnnotatingCancelFavoriteScenarioChoice,XPATH,//*[@id='scenario-annotations']/div/div/span[1]/span,,
heatmap,hmDesignsSortingDefaultRobustnessScoreValue,XPATH,"//*[@id=""designs-sort-options""]//span[@class='Select-value-label']",,
heatmap,hmDesignsAnnotatingDefaultRobustnessScoreValue,XPATH,"//*[@id=""designs-annotations""]//span[@class='Select-value-label']",,
heatmap,hmDesignsSortingInputBox,XPATH,//div[@id='designs-sort-options']//input,,
heatmap,hmDesignsSortingSearchOption,XPATH,//div[@id='designs-sort-options']//div[@class='ReactVirtualized__Grid__innerScrollContainer']//div[1],,
heatmap,hmDesignsAnnotatingInputBox,XPATH,//div[@id='designs-annotations']//input,,
heatmap,hmDesignsAnnotatingSearchOption,XPATH,//div[@id='designs-annotations']//div[@class='ReactVirtualized__Grid__innerScrollContainer']//div[1],,
heatmap,hmDesignsSortingClearDefaultValue,XPATH,//div[@id='designs-sort-options']//span[@class='Select-clear-zone'],,
heatmap,hmDesignsAnnotatingClearDefaultValue,XPATH,//div[@id='designs-annotations']//span[@class='Select-clear-zone'],,
heatmap,hmDesignsSortingSearchOption2,XPATH,//div[@id='designs-sort-options']//div[@class='ReactVirtualized__Grid__innerScrollContainer']//div[2],,
heatmap,hmDesignsSortingSearchOption6,XPATH,//div[@id='designs-sort-options']//div[@class='ReactVirtualized__Grid__innerScrollContainer']//div[6],,
heatmap,hmDesignsAnnotatingSearchOption2,XPATH,//div[@id='designs-annotations']//div[@class='ReactVirtualized__Grid__innerScrollContainer']//div[2],,
heatmap,hmDesignsAnnotatingSearchOption6,XPATH,//div[@id='designs-annotations']//div[@class='ReactVirtualized__Grid__innerScrollContainer']//div[6],,
scatterplot,allDesigns_toggle,XPATH,"//*[@id=""scatterplot_switch""]/div[1]",,
scatterplot,favorites_toggle,XPATH,"//*[@id=""scatterplot_switch""]/div[2]",,
scatterplot,pareto_toggle,XPATH,"//*[@id=""scatterplot_switch""]/div[3]",,
scatterplot,legendColor_toggle,XPATH,"//*[@id=""scatterplot_switch""]/div[4]",,
scatterplot,hovertext_toggle,XPATH,"//*[@id=""scatterplot_switch""]/div[5]",,
scatterplot,scOutputDropdown,XPATH,"//*[@id=""scatterplot-data-selector""]//span[@class='Select-value-label']",,
scatterplot,scOutputDropdownTextbox,XPATH,"//*[@id=""scatterplot-data-selector""]//input",,
scatterplot,scyOutputDropdown,XPATH,"//*[@id=""react-select-10--value-item""]",,
scatterplot,scXOutputDropdownTextbox,XPATH,"//*[@id=""scatterplot-selector-x""]//input",,
scatterplot,scxOutputDropdown,XPATH,"//*[@id=""react-select-11--value-item""]",,
scatterplot,scYOutputDropdownTextbox,XPATH,"//*[@id=""scatterplot-selector-y""]//input",,
scatterplot,spoutputdropdownSearchResult,XPATH,"//*[@id=""react-select-7--list""]/div[1]/div/div/div",,
scatterplot,spoutputdropdownSearchResult2,XPATH,"//*[@id=""react-select-7--list""]/div[1]/div/div/div[2]",,
scatterplot,spoutputdropdownSearchResult6,XPATH,"//*[@id=""react-select-7--list""]/div[1]/div/div/div[6]",,
scatterplot,spyoutputdropdownSearchResult,XPATH,"//*[@id=""react-select-10--list""]/div[1]/div/div/div",,
scatterplot,spxoutputdropdownSearchResult,XPATH,"//*[@id=""react-select-11--list""]/div[1]/div/div/div",,
scatterplot,spyoutputdropdownSearchResult2,XPATH,"//*[@id=""react-select-10--list""]/div[1]/div/div/div[2]",,
scatterplot,spxoutputdropdownSearchResult2,XPATH,"//*[@id=""react-select-11--list""]/div[1]/div/div/div[2]",,
scatterplot,spyoutputdropdownSearchResult6,XPATH,"//*[@id=""react-select-10--list""]/div[1]/div/div/div[6]",,
scatterplot,spxoutputdropdownSearchResult6,XPATH,"//*[@id=""react-select-11--list""]/div[1]/div/div/div[6]",,
scatterplot,SCmainOutputdropdownOpen,XPATH,"//*[@id=""scatterplot-data-selector""]/div/div/span",,
scatterplot,SCxOutputdropdownOpen,XPATH,"//*[@id=""scatterplot-selector-x""]/div/div/span",,
scatterplot,SCyOutputdropdownOpen,XPATH,"//*[@id=""scatterplot-selector-y""]/div/div/span",,
boxplot,boxplotYOutputDropdown,XPATH,"//*[@id=""react-select-12--value-item""]",,
boxplot,boxplotYOutputDropdownTextbox,XPATH,"//*[@id=""boxplot-selector""]//input",,
boxplot,bpyoutputdropdownSearchResult,XPATH,"//*[@id=""react-select-12--list""]/div[1]/div/div/div",,
boxplot,bpyoutputdropdownSearchResult2,XPATH,"//*[@id=""react-select-12--list""]/div[1]/div/div/div[2]",,
boxplot,bpyoutputdropdownSearchResult6,XPATH,"//*[@id=""react-select-12--list""]/div[1]/div/div/div[6]",,
boxplot,bpyoutputdropdownOpen,XPATH,"//*[@id=""boxplot-selector""]/div/div/span",,
table,tableDownload_button,XPATH,"//*[@id=""dl_btn""]",,
table,table_tab,XPATH,"(//*[@id=""page-tabs""]//a)[3]",,
table,fullTable_tab,XPATH,"//*[@id=""summary_table_selector""]/div[1]",,
table,rangeTable_tab,XPATH,"//*[@id=""summary_table_selector""]/div[2]",,
table,meanTable_tab,XPATH,"//*[@id=""summary_table_selector""]/div[3]",,
table,firstTablePage_button,XPATH,"//*[@id=""datatable""]/div[3]/button[1]",,
table,previousTablePage_button,XPATH,"//*[@id=""datatable""]/div[3]/button[2]",,
table,nextTablePage_button,XPATH,"//*[@id=""datatable""]/div[3]/button[3]",,
table,lastTablePage_button,XPATH,"//*[@id=""datatable""]/div[3]/button[4]",,
weights,weights_button,ID,menu_weightBtn,,
weights,scoringWeights_tab,XPATH,(//*[@id='weight_page_tabs']//a)[1],,
weights,responseWeights_tab,XPATH,(//*[@id='weight_page_tabs']//a)[2],,
weights,enrollmentWeights_tab,XPATH,(//*[@id='weight_page_tabs']//a)[3],,
weights,applyWeights_button,ID,weights_page_apply_btn,,
weights,cancelWeights_button,ID,weights_page_cancel_btn,,
weights,resetWeights_button,ID,weights_page_reset_btn,,
weights,closeWeightsPage_button,ID,weights_page_close_btn,,
weights,toastMessage_read,ID,global_toast,,
filters,filters_button,ID,menu_filterBtn,,
filters,designsFilter_tab,XPATH,//*[@id='filter_page']//ul[@class='nav nav-tabs']//*[text()='Designs'],,
filters,scenariosFilter_tab,XPATH,//*[@id='filter_page']//ul[@class='nav nav-tabs']//*[text()='Scenarios'],,
filters,outputsFilter_tab,XPATH,//*[@id='filter_page']//ul[@class='nav nav-tabs']//*[text()='Outputs'],,
filters,closeFilterPage_button,ID,filter_page_close_btn,,
filters,applyFilters_button,ID,filter_page_apply_btn,,
filters,resetFilters_button,ID,filter_page_reset_btn,,
filters,filters_searchResult,XPATH,//*[@class='VirtualizedSelectOption VirtualizedSelectFocusedOption'],,
clinicianView,noRefScenario_message,XPATH,"//*[@id=""clinician-empty-content-container""]/div",,
clinicianView,currentScenarioSelected,ID,clinician_current_scenario,,
clinicianView,currentScenarioReferenceLabel,XPATH,"//*[@id=""current_ref_scenario_pill""]",,
clinicianView,changeScenarioDropdown,XPATH,"//*[@id=""scenarioDropdown""]",,
clinicianView,changeScenarioDropdown1stOption,XPATH,"//*[@id=""clinician_scenario_options""]//div[1]/label",,
clinicianView,changeScenarioDropdown2ndOption,XPATH,"//*[@id=""clinician_scenario_options""]//div[2]/label",,
clinicianView,currentScenarioLabel,XPATH,"//*[@id=""clinician-view""]/div[1]/div[1]/div[1]/span",,
clinicianView,bestMatchCard,XPATH,"(//*[@id=""best-match-card""]//div[@class=""marker green""]/following::h6)[1]",,
clinicianView,shortestDurationCard,XPATH,"(//*[@id=""shortest-duration-card""]//div[@class=""marker cyan""]/following::h6)[1]",,
clinicianView,lowestCostORsampleSizeCard,XPATH,"(//*[@id=""lowest-cost-or-sample-size-card""]//div[@class=""marker orange""]/following::h6)[1]",,
clinicianView,bestMatchAcrossScenariosCard,XPATH,"(//*[@id=""best-match-across-scenarios-card""]//div[@class=""marker red""]/following::h6)[1]",,
clinicianView,clinicianWeights1,ID,clinician-weights-bar-left,,
clinicianView,clinicianWeights2,ID,clinician-weights-bar-middle,,
clinicianView,clinicianWeights3,ID,clinician-weights-bar-right,,
clinicianView,bestMatchCardAvgSampleSize,XPATH,"//*[@id=""best-match-card""]/div[2]/div[1]/div[text()='Avg. Sample Size']/following-sibling::div[1]",,
clinicianView,bestMatchCardPower,XPATH,"//*[@id=""best-match-card""]/div[2]/div[2]/div[text()='Power']/following-sibling::div[1]",,
clinicianView,bestMatchCardProbabilityofWinning,XPATH,"//*[@id=""best-match-card""]/div[2]/div[2]/div[text()='Probability of Winning']/following-sibling::div[1]",,
clinicianView,bestMatchCardAvgDuration,XPATH,"//*[@id=""best-match-card""]/div[2]/div[3]/div[contains(text(),'Avg. Duration')]/following-sibling::div[1]",,
clinicianView,bestMatchCardAvgCost,XPATH,"//*[@id=""best-match-card""]/div[2]/div[4]/div[text()='Avg. Cost']/following-sibling::div[1]",,
clinicianView,shortestDurationCardAvgSampleSize,XPATH,"//*[@id=""shortest-duration-card""]/div[2]/div[1]/div[text()='Avg. Sample Size']/following-sibling::div[1]",,
clinicianView,shortestDurationCardPower,XPATH,"//*[@id=""shortest-duration-card""]/div[2]/div[2]/div[text()='Power']/following-sibling::div[1]",,
clinicianView,shortestDurationCardProbabilityofWinning,XPATH,"//*[@id=""shortest-duration-card""]/div[2]/div[2]/div[text()='Probability of Winning']/following-sibling::div[1]",,
clinicianView,shortestDurationCardAvgDuration,XPATH,"//*[@id=""shortest-duration-card""]/div[2]/div[3]/div[contains(text(),'Avg. Duration')]/following-sibling::div[1]",,
clinicianView,shortestDurationCardAvgCost,XPATH,"//*[@id=""shortest-duration-card""]/div[2]/div[4]/div[text()='Avg. Cost']/following-sibling::div[1]",,
clinicianView,lowestcostCardAvgSampleSize,XPATH,//*[@id='lowest-cost-or-sample-size-card']/div[2]/div[1]/div[text()='Avg. Sample Size']/following-sibling::div[1],,
clinicianView,lowestcostCardPower,XPATH,"//*[@id=""lowest-cost-or-sample-size-card""]/div[2]/div[2]/div[text()='Power']/following-sibling::div[1]",,
clinicianView,lowestcostCardProbabilityofWinning,XPATH,"//*[@id=""lowest-cost-or-sample-size-card""]/div[2]/div[2]/div[text()='Probability of Winning']/following-sibling::div[1]",,
clinicianView,shortestDurationCardAvgDuration,XPATH,"//*[@id=""shortest-duration-card""]/div[2]/div[3]/div[contains(text(),'Avg. Duration')]/following-sibling::div[1]",,
clinicianView,shortestDurationCardAvgCost,XPATH,"//*[@id=""shortest-duration-card""]/div[2]/div[4]/div[text()='Avg. Cost']/following-sibling::div[1]",,
clinicianView,lowestcostCardAvgSampleSize,XPATH,"//*[@id=""lowest-cost-or-sample-size-card""]/div[2]/div[1]/div[text()='Avg. Sample Size']/following-sibling::div[1]",,
clinicianView,lowestcostCardPower,XPATH,"//*[@id=""lowest-cost-or-sample-size-card""]/div[2]/div[2]/div[text()='Power']/following-sibling::div[1]",,
clinicianView,lowestcostCardAvgDuration,XPATH,"//*[@id=""lowest-cost-or-sample-size-card""]/div[2]/div[3]/div[contains(text(),'Avg. Duration')]/following-sibling::div[1]",,
clinicianView,lowestcostCardAvgCost,XPATH,"//*[@id=""lowest-cost-or-sample-size-card""]/div[2]/div[4]/div[text()='Avg. Cost']/following-sibling::div[1]",,
clinicianView,bestmatchASCardAvgSampleSize,XPATH,"//*[@id=""best-match-across-scenarios-card""]/div[2]/div[1]/div[text()='Avg. Sample Size']/following-sibling::div[1]",,
clinicianView,bestmatchASCardPower,XPATH,"//*[@id=""best-match-across-scenarios-card""]/div[2]/div[2]/div[text()='Power']/following-sibling::div[1]",,
clinicianView,bestmatchASCardProbabilityofWinning,XPATH,"//*[@id=""best-match-across-scenarios-card""]/div[2]/div[2]/div[text()='Probability of Winning']/following-sibling::div[1]",,
clinicianView,bestmatchASCardAvgDuration,XPATH,"//*[@id=""best-match-across-scenarios-card""]/div[2]/div[3]/div[contains(text(),'Avg. Duration')]/following-sibling::div[1]",,
clinicianView,bestmatchASCardAvgCost,XPATH,"//*[@id=""best-match-across-scenarios-card""]/div[2]/div[4]/div[text()='Avg. Cost']/following-sibling::div[1]",,
clinicianView,favorites1card,XPATH,"//*[@id=""favorites-1-card""]/div[1]/h6",,
clinicianView,favorites2card,XPATH,"//*[@id=""favorites-2-card""]/div[1]/h6",,
clinicianView,favorites3card,XPATH,"//*[@id=""favorites-3-card""]/div[1]/h6",,
clinicianView,favorites1CardAvgSampleSize,XPATH,"//*[@id=""favorites-1-card""]/div[2]/div[1]/div[text()='Avg. Sample Size']/following-sibling::div[1]",,
clinicianView,favorites1CardPower,XPATH,"//*[@id=""favorites-1-card""]/div[2]/div[2]/div[text()='Power']/following-sibling::div[1]",,
clinicianView,favorites1CardProbabilityofWinning,XPATH,"//*[@id=""favorites-1-card""]/div[2]/div[2]/div[text()='Probability of Winning']/following-sibling::div[1]",,
clinicianView,favorites1CardAvgSampleSize,XPATH,"//*[@id=""favorites-1-card""]/div[2]/div[1]/div[text()='Avg. Sample Size']/following-sibling::div[1]",,
clinicianView,favorites1CardPower,XPATH,"//*[@id=""favorites-1-card""]/div[2]/div[2]/div[text()='Power']/following-sibling::div[1]",,
clinicianView,favorites1CardAvgDuration,XPATH,"//*[@id=""favorites-1-card""]/div[2]/div[3]/div[contains(text(),'Avg. Duration')]/following-sibling::div[1]",,
clinicianView,favorites1CardAvgCost,XPATH,"//*[@id=""favorites-1-card""]/div[2]/div[4]/div[text()='Avg. Cost']/following-sibling::div[1]",,
clinicianView,favorites2CardAvgSampleSize,XPATH,"//*[@id=""favorites-2-card""]/div[2]/div[1]/div[text()='Avg. Sample Size']/following-sibling::div[1]",,
clinicianView,favorites2CardPower,XPATH,"//*[@id=""favorites-2-card""]/div[2]/div[2]/div[text()='Power']/following-sibling::div[1]",,
clinicianView,favorites2CardProbabilityofWinning,XPATH,"//*[@id=""favorites-2-card""]/div[2]/div[2]/div[text()='Probability of Winning']/following-sibling::div[1]",,
clinicianView,favorites2CardAvgDuration,XPATH,"//*[@id=""favorites-2-card""]/div[2]/div[3]/div[contains(text(),'Avg. Duration')]/following-sibling::div[1]",,
clinicianView,favorites2CardAvgCost,XPATH,"//*[@id=""favorites-2-card""]/div[2]/div[4]/div[text()='Avg. Cost']/following-sibling::div[1]",,
clinicianView,favorites3CardAvgSampleSize,XPATH,"//*[@id=""favorites-3-card""]/div[2]/div[1]/div[text()='Avg. Sample Size']/following-sibling::div[1]",,
clinicianView,favorites3CardPower,XPATH,"//*[@id=""favorites-3-card""]/div[2]/div[2]/div[text()='Power']/following-sibling::div[1]",,
clinicianView,favorites3CardProbabilityofWinning,XPATH,"//*[@id=""favorites-3-card""]/div[2]/div[2]/div[text()='Probability of Winning']/following-sibling::div[1]",,
clinicianView,favorites3CardAvgDuration,XPATH,"//*[@id=""favorites-3-card""]/div[2]/div[3]/div[contains(text(),'Avg. Duration')]/following-sibling::div[1]",,
clinicianView,favorites3CardAvgCost,XPATH,"//*[@id=""favorites-3-card""]/div[2]/div[4]/div[text()='Avg. Cost']/following-sibling::div[1]",,
clinicianView,favorites2CardAvgDuration,XPATH,"//*[@id=""favorites-2-card""]/div[2]/div[3]/div[contains(text(),'Avg. Duration')]/following-sibling::div[1]",,
clinicianView,favorites2CardAvgCost,XPATH,"//*[@id=""favorites-2-card""]/div[2]/div[4]/div[text()='Avg. Cost']/following-sibling::div[1]",,
